"";"grate.2";"grate.4";"grate.15";"grate.16";"grate.17";"grate.20";"grate.22";"grate.25";"grate.26";"grate.27";"grate.36";"grate.43";"grate.54";"grate.70";"grate.72";"grate.80";"grate.97";"grate.98";"grate.100";"grate.101";"grate.104";"grate.106";"grate.109";"grate.112";"grate.113";"grate.127";"grate.128";"grate.133";"grate.137";"grate.141";"grate.145";"grate.146";"grate.151";"grate.156";"grate.174";"grate.175";"grate.189";"grate.190";"grate.197";"grate.209";"grate.217";"grate.220";"grate.227";"grate.228";"grate.229";"grate.231";"grate.233";"grate.240";"grate.262";"grate.263";"grate.264";"grate.274";"grate.277";"grate.283";"grate.286";"grate.288";"grate.294";"grate.300";"grate.303";"grate.309";"grate.315";"grate.323";"grate.327";"grate.328";"grate.333";"grate.335";"grate.352";"grate.353";"grate.355";"grate.360";"grate.362";"grate.363";"grate.364";"grate.365";"grate.366";"grate.371";"grate.373";"grate.375";"grate.377";"grate.379";"grate.381";"grate.383";"grate.385";"grate.388";"grate.391";"grate.398";"grate.399";"grate.400";"grate.411";"grate.413";"grate.415";"grate.416";"grate.420";"grate.422";"grate.427";"grate.429";"grate.434";"grate.438";"grate.446";"grate.451";"grate.457";"grate.462";"grate.465";"grate.470";"grate.473";"grate.477";"grate.482";"grate.485";"grate.488";"grate.490";"grate.497";"grate.501";"grate.507";"grate.512";"grate.513";"grate.525";"grate.534";"grate.535";"grate.537";"grate.541";"grate.546";"grate.547";"grate.556";"grate.560";"grate.562";"grate.568";"grate.570";"grate.571";"grate.595";"grate.599";"grate.603";"grate.604";"grate.613";"grate.624";"grate.625";"grate.628";"grate.632";"grate.642";"grate.643";"grate.644";"grate.646";"grate.651";"grate.652";"grate.653";"grate.656";"grate.668";"grate.670";"grate.690";"grate.698";"grate.699";"grate.704";"grate.709";"grate.714";"grate.718";"grate.736";"grate.740";"grate.741";"grate.744";"grate.745";"grate.747";"grate.749";"grate.751";"grate.759";"grate.760";"grate.781";"grate.784";"grate.787";"grate.794";"grate.797";"grate.798";"grate.800";"grate.802";"grate.806";"grate.808";"grate.819";"grate.820";"grate.822";"grate.826"
"107";0,027905;0,025438;0,023671;0,01957;0,0094841;0,030612;0,027302;0,0038808;0,024604;NA;0,012006;0,025558;0,0038646;0,028264;0,030812;0,031422;0,028946;0,014034;0,013422;0,02856;0,029317;0,027381;0,016269;0,028481;0,026751;0,0094723;0,025442;0,027425;0,029782;0,031787;0,026208;NA;0,029242;0,0089762;0,037042;0,027971;NA;0,014149;NA;0,014502;0,020013;0,0069652;0,028359;0,012489;NA;0,026396;0,025009;0,028233;0,028223;0,022666;0,032038;0,022184;0,024908;0,0206;0,013368;0,025946;NA;0,016293;0,033541;0,0060002;0,027935;0,02046;0,011361;0,019468;0,010638;0,01319;0,02517;0,027978;0,026091;0,027578;0,03082;0,02786;0,02522;0,018221;0,025106;0,032674;0,026861;0,015897;0,023394;0,025632;0,02583;0,027184;0,027668;0,027947;0,022017;0,021726;0,01293;0,028546;0,028251;0,028273;0,026952;0,0067236;0,031692;0,03132;0,032921;0,021321;0,010391;0,025016;NA;0,021533;0,02736;0,016412;0,032529;0,017585;0,031063;0,029642;0,020444;0,024695;0,014687;0,023763;0,025235;0,023753;0,010427;0,019286;0,015917;0,015023;0,01954;0,02885;0,0093065;0,024459;0,020239;0,025765;0,020364;0,028095;0,023529;0,028014;0,028032;0,030283;0,021461;0,02463;0,0272;NA;0,0185;0,019563;0,016199;0,026325;0,023762;0,032178;NA;NA;0,019737;0,032069;0,015054;0,029185;0,027922;0,028387;0,024726;NA;0,025535;0,0042498;0,010921;0,029608;0,018418;0,013526;0,018273;0,026795;0,022956;NA;0,028716;0,011756;0,025359;0,031482;0,018229;0,026299;0,018836;0,026167;0,01715;0,025024;0,028967;NA;0,030734;0,027511;0,024253;0,017365;0,031553;0,013377;0,012392;0,030724
"108";0,027905;0,025438;0,023671;0,01957;0,0094841;0,029158;0,027302;0,0038808;0,024604;NA;0,012006;0,025558;0,0038646;0,028264;0,030812;0,031422;0,031062;0,014034;0,013422;0,02856;0,029317;0,027381;0,016269;0,028481;0,026751;0,0094723;0,025442;0,027425;0,029782;0,031787;0,026208;NA;0,029242;0,0089762;0,037042;0,027971;NA;0,014149;NA;0,014502;0,020013;0,0069652;0,028359;0,012489;NA;0,026396;0,025009;0,028233;0,028223;0,022666;0,032038;0,022184;0,026603;0,0206;0,013368;0,025946;NA;0,016293;0,033541;0,0060002;0,027935;0,02046;0,011238;0,019468;0,010638;0,01319;0,02517;0,027978;0,026091;0,027578;0,03082;0,028229;0,02522;0,018221;0,025106;0,032674;0,026861;0,015897;0,023394;0,025632;0,023172;0,027184;0,027668;0,027947;0,022017;0,021726;0,01293;0,028546;0,028251;0,028273;0,030069;0,0067236;0,017436;0,03132;0,032921;0,021321;0,010391;0,025016;NA;0,023045;0,02736;0,016932;0,032529;0,017585;0,031063;0,031159;0,020444;0,024695;0,014687;0,023763;0,025235;0,023753;0,010427;0,019286;0,015917;0,015023;0,01954;0,02885;0,0093065;0,024459;0,020239;0,025765;0,021082;0,028095;0,023529;0,028014;0,028032;0,026796;0,021461;0,02463;0,024315;NA;0,0185;0,019563;0,016199;0,028145;0,023762;0,032178;NA;NA;0,019737;0,032069;0,015054;0,029185;0,027922;0,028387;0,024726;NA;0,025535;0,0042498;0,010921;0,028555;0,018418;0,013526;0,018273;0,026795;0,022956;NA;0,028716;0,011756;0,025359;0,031482;0,018229;0,026299;0,02039;0,026167;0,01715;0,025024;0,028967;NA;0,030734;0,027511;0,024253;0,017365;0,031553;0,013377;0,012392;0,030724
"109";0,027905;0,025438;0,023671;0,01957;0,0094841;0,029158;0,027302;0,0038808;0,024604;NA;0,012006;0,025558;0,0038646;0,028264;0,030745;0,031422;0,031062;0,014034;0,013422;0,02856;0,029317;0,027381;0,016269;0,028481;0,026751;0,0094723;0,025442;0,027425;0,029998;0,031787;0,026208;NA;0,029242;0,0047288;0,037042;0,027971;NA;0,014149;NA;0,010648;0,020013;0,0069652;0,028359;0,012489;NA;0,026396;0,025009;0,028233;0,028223;0,022666;0,032038;0,022184;0,026603;0,0206;0,013368;0,025946;NA;0,016293;0,033541;0,0060002;0,027935;0,02046;0,011238;0,019468;0,010638;0,01319;0,02517;0,027978;0,023923;0,027578;0,03082;0,028229;0,02522;0,018221;0,025106;0,032674;0,026861;0,015897;0,023394;0,025632;0,023172;0,027184;0,027668;0,027947;0,022017;0,021726;0,01293;0,028546;0,028251;0,028273;0,030069;0,0067236;0,017436;0,03132;0,032921;0,021321;0,010391;0,024646;NA;0,023045;0,02736;0,016932;0,032529;0,017585;0,031063;0,031159;0,020444;0,024695;0,014687;0,023763;0,025235;0,023753;0,010427;0,019286;0,015917;0,015023;0,01954;0,02885;0,0093065;0,024459;0,020239;0,025765;0,021082;0,028095;0,023529;0,028014;0,028032;0,026796;0,021461;0,02463;0,024315;NA;0,01736;0,019563;0,016199;0,028145;0,023762;0,032178;NA;NA;0,019737;0,032069;0,015054;0,029185;0,027922;0,027135;0,024726;NA;0,025535;0,0042498;0,010921;0,028555;0,018418;0,013526;0,018273;0,026795;0,022956;NA;0,028716;0,011756;0,02429;0,02901;0,018229;0,026299;0,02039;0,02445;0,01715;0,025024;0,028967;NA;0,030734;0,027511;0,021938;0,017365;0,029062;0,013377;0,012392;0,030724
"110";0,023027;0,026659;0,023671;0,01957;0,0094841;0,029158;0,027302;0,0038808;0,020275;NA;0,012006;0,025558;0,0038646;0,021342;0,030745;0,031422;0,031062;0,013722;0,013422;0,02856;0,029317;0,027381;0,016269;0,02744;0,026751;0,0094723;0,025442;0,027425;0,029998;0,031787;0,026208;NA;0,027379;0,0047288;0,024418;0,027971;NA;0,014149;NA;0,010648;0,017634;0,0069652;0,028359;0,012489;NA;0,026396;0,025009;0,024761;0,028223;0,022666;0,027459;0,018746;0,026603;0,0206;0,013368;0,025946;NA;0,016293;0,02998;0,0060002;0,027935;0,02046;0,011238;0,019468;0,010638;0,01319;0,02517;0,028253;0,023923;0,027578;0,03082;0,028229;0,02522;0,018221;0,025106;0,025898;0,029584;0,015897;0,023394;0,025632;0,023172;0,026987;0,027668;0,029231;0,022017;0,021726;0,012496;0,027376;0,028251;0,028273;0,030069;0,0067236;0,017436;0,033639;0,032921;0,021321;0,010391;0,024646;NA;0,023045;0,030896;0,016932;0,032529;0,017585;0,031063;0,031159;0,020444;0,030837;0,014687;0,033449;0,02583;0,023753;0,010427;0,017376;0,015917;0,015023;0,018086;0,02885;0,0093065;0,024459;0,020239;0,025765;0,021082;0,028095;0,021281;0,028014;0,028032;0,026796;0,021461;0,020271;0,024315;NA;0,01736;0,019563;0,016199;0,028145;0,023762;0,032178;NA;NA;0,019737;0,032069;0,015054;0,029185;0,026757;0,027135;0,024726;NA;0,025535;0,0042498;0,010921;0,028555;0,018418;0,013526;0,018273;0,026795;0,022956;NA;0,028716;0,012792;0,02429;0,02901;0,018229;0,026299;0,02039;0,02445;0,01715;0,025024;0,028967;NA;0,030734;0,027511;0,021938;0,017365;0,029062;0,013377;0,012392;0,030724
"111";0,023027;0,026659;0,023671;0,01957;0,0094841;0,029158;0,027302;0,0038808;0,020275;NA;0,0097727;0,025558;0,0038646;0,021342;0,030745;0,031422;0,031062;0,013722;0,013422;0,02856;0,029317;0,025883;0,011874;0,02744;0,026751;0,0094723;0,025442;0,027425;0,029998;0,031787;0,026208;NA;0,027379;0,0047288;0,024418;0,027971;NA;0,014149;NA;0,010648;0,017634;0,0069652;0,028359;0,012489;NA;0,028307;0,025009;0,024761;0,028223;0,022666;0,027459;0,018746;0,026603;0,0206;0,013368;0,025946;NA;0,016293;0,02998;0,0060002;0,027935;0,02046;0,011238;0,019468;0,010638;0,013006;0,027073;0,028253;0,023923;0,027578;0,031362;0,028229;0,02522;0,018221;0,025106;0,025898;0,029584;0,015897;0,023394;0,024376;0,023172;0,026987;0,027668;0,029231;0,022017;0,021726;0,012496;0,027376;0,028251;0,028273;0,030069;0,0067236;0,017436;0,033639;0,028423;0,021321;0,010391;0,024646;NA;0,023045;0,030896;0,016932;0,032529;0,017585;0,031063;0,031159;0,020444;0,030837;0,014687;0,033449;0,02583;0,026176;0,010427;0,017376;0,015917;0,015023;0,018086;0,02885;0,0093065;0,024459;0,020239;0,025765;0,021082;0,028095;0,021281;0,028014;0,028032;0,026796;0,024745;0,020271;0,024315;NA;0,01736;0,019563;0,016199;0,028145;NA;0,029775;NA;NA;0,019737;0,026153;0,015054;0,029185;0,026757;0,027135;0,024726;NA;0,025535;0,0042498;0,010921;0,028555;0,018418;0,013526;0,018273;0,026795;0,02564;NA;0,028716;0,012792;0,02429;0,02901;0,018229;0,026299;0,02039;0,02445;0,01715;0,025024;0,027075;NA;0,032024;0,027511;0,021938;0,017365;0,029062;0,013377;0,012392;0,030724
"112";0,023027;0,026659;0,023671;0,022466;0,0094841;0,029158;0,027302;0,0038808;0,020275;NA;0,0097727;0,035584;0,0038646;0,021342;0,030745;0,02819;0,031062;0,013722;0,013422;0,02923;0,029317;0,025883;0,011874;0,02744;0,028165;0,0094723;0,028221;0,027425;0,029998;0,031787;0,026208;NA;0,027379;0,0047288;0,024418;0,027632;NA;0,0097199;NA;0,010648;0,017634;0,0069652;0,0213;0,012489;NA;0,028307;0,025009;0,024761;0,028969;0,022043;0,027459;0,018746;0,026603;0,0206;0,013368;0,025946;NA;0,016293;0,02998;0,0060002;0,027935;0,02046;0,011238;0,019468;0,012209;0,013006;0,027073;0,028253;0,023923;0,027578;0,031362;0,028229;0,02789;0,018221;0,029182;0,025898;0,029584;0,015897;0,023394;0,024376;0,023172;0,026987;0,027668;0,029231;0,030313;0,021726;0,012496;0,027376;0,028251;0,033328;0,030069;0,0067236;0,017436;0,033639;0,028423;0,021321;0,010391;0,024646;NA;0,023045;0,030896;0,016932;0,032529;0,020497;0,030693;0,031159;0,020444;0,030837;0,014687;0,033449;0,02583;0,026176;0,010427;0,017376;0,015917;0,015023;0,018086;0,025132;0,0093065;0,024249;0,020239;0,023937;0,021082;0,024792;0,021281;0,028934;0,028032;0,026796;0,024745;0,020271;0,024315;NA;0,01736;0,01961;0,016199;0,028145;0,016017;0,029775;NA;NA;0,019737;0,026153;0,015054;0,029185;0,026757;0,027135;0,024781;NA;0,029534;0,0042498;0,010921;0,025679;0,018418;0,013526;0,018273;0,025739;0,02564;NA;0,026333;0,012792;0,02429;0,02901;0,018229;0,030682;0,02039;0,02445;0,01715;0,025024;0,027075;NA;0,032024;0,027511;0,021938;0,017365;0,029062;0,013377;0,012392;0,030724
"113";0,023027;0,026659;0,024448;0,022466;0,0092053;0,029158;0,027302;0,0038808;0,020275;NA;0,0097727;0,035584;0,0038646;0,021342;0,030745;0,02819;0,02535;0,013722;0,013422;0,02923;0,030274;0,025883;0,011874;0,02744;0,028165;0,0094723;0,028221;0,027425;0,029998;0,031787;0,025595;NA;0,027379;0,0047288;0,033141;0,027632;NA;0,0097199;NA;0,010648;0,017634;0,0069652;0,0213;0,012489;NA;0,028307;0,027729;0,024761;0,028969;0,022043;0,027459;0,018746;0,026603;0,0206;0,013368;0,027362;NA;0,016293;0,02998;0,0053192;0,027935;0,02046;0,011238;0,019468;0,012209;0,013006;0,027073;0,028253;0,023923;0,027578;0,031362;0,028229;0,02789;0,018221;0,029182;0,025898;0,029584;0,015897;0,023314;0,024376;0,023172;0,026987;0,027668;0,029231;0,030313;0,021726;0,012496;0,027376;0,027084;0,033328;0,025691;0,0067236;0,017436;0,035666;0,028423;0,021321;0,010391;0,024646;NA;0,023045;0,030896;0,016932;0,032529;0,020497;0,030693;0,027724;0,020444;0,030837;0,014687;0,033449;0,02583;0,026176;0,010427;0,017376;0,012692;0,015023;0,018086;0,025132;0,0093065;0,024249;0,020239;0,023937;0,021082;0,024792;0,021281;0,028934;0,028032;0,026964;0,024745;0,020271;0,024315;NA;0,01736;0,01961;0,014326;0,028145;0,016017;0,029775;NA;NA;0,019737;0,026153;0,015054;0,031766;0,026757;0,027135;0,024781;NA;0,029534;0,0042498;0,010921;0,025679;0,019092;0,013526;0,018273;0,025739;0,02564;NA;0,026333;0,012792;0,02429;0,028721;0,018229;0,030682;0,02039;0,02445;0,01715;0,025024;0,027075;NA;0,032024;0,027511;0,021938;0,017365;0,029062;0,013377;0,012392;0,028261
"114";NA;0,026659;0,024448;0,022466;0,0092053;0,027696;0,015751;0,0038808;0,020275;NA;0,0097727;0,035584;0,0038646;0,021342;0,030745;0,02819;0,02535;0,013722;0,01319;0,02923;0,030274;0,025883;0,011874;0,02744;0,028165;0,0094723;0,028221;0,026645;0,028259;0,031787;0,025595;NA;0,027379;0,0047288;0,033141;0,027632;NA;0,0097199;NA;0,010648;0,017634;0,0079878;0,0213;0,012489;NA;0,028307;0,027729;0,025835;0,028969;0,022043;0,027459;0,018746;0,027564;0,026332;0,013368;0,027362;NA;0,012551;0,02998;0,0053192;0,027935;0,02046;0,011238;0,01861;0,012209;0,013006;0,027073;0,028253;0,023923;0,031056;0,031362;0,028229;0,02789;0,018221;0,029182;0,025898;0,029584;0,015897;0,023314;0,024376;0,026869;0,026987;0,026959;0,029625;0,030313;0,02079;0,012496;0,027376;0,027084;0,033328;0,025691;0,0067236;0,017436;0,035666;0,028423;0,016354;0,010391;0,024646;NA;0,023045;0,030896;0,016932;0,03051;0,020497;0,030693;0,027724;0,019051;0,030837;0,014687;0,033449;0,02583;0,026176;0,010471;0,017376;0,012692;0,01536;0,018086;0,025132;0,0093065;0,024249;0,020239;0,023937;0,021082;0,024792;0,021281;0,028934;0,028032;0,026964;0,024745;0,033707;0,023556;NA;0,01736;0,01961;0,014326;0,028145;0,016017;0,029775;NA;NA;0,021331;0,025735;0,015054;0,031766;0,021531;0,027135;0,024781;NA;0,029534;0,0042498;0,010921;0,025679;0,019092;0,013526;0,019817;0,025739;0,02564;NA;0,026333;0,012792;0,030155;0,028721;0,022018;0,030682;0,02039;0,02445;0,01715;0,030719;0,027075;NA;0,032024;0,026947;0,021938;0,017365;0,028161;0,013377;0,012392;0,028261
"115";NA;0,026659;0,024448;0,022466;0,0092053;0,027696;0,015751;0,0038808;0,020275;NA;0,0097727;0,035584;0,0038646;0,021342;0,030745;0,02819;0,02535;0,013722;0,01319;0,02923;0,030274;0,025883;0,011874;0,02744;0,028165;0,0090088;0,028221;0,026645;0,028259;0,0041478;0,025595;NA;0,027379;0,0047288;0,033141;0,027632;NA;0,0097199;NA;0,010648;0,017634;0,0079878;0,0213;0,012489;NA;0,028307;0,027729;0,025835;0,028969;0,022043;0,027459;0,018746;0,027564;0,026332;0,013368;0,027362;NA;0,012551;0,026092;0,0053192;0,027935;0,02046;0,011238;0,01861;0,012209;0,013006;0,027073;0,028253;0,029562;0,031056;0,031362;0,03177;0,02789;0,018221;0,029182;0,025898;0,028847;0,018854;0,023314;0,024376;0,026869;0,026987;0,026959;0,029625;0,030313;0,02079;0,012496;0,027376;0,027084;0,033328;0,025691;0,0067236;0,017436;0,035666;0,028423;0,016354;0,010391;0,024646;NA;0,023071;0,030896;0,016932;0,03051;0,020497;0,030693;0,027724;0,019051;0,030837;0,013483;0,033449;0,02583;0,026025;0,010471;0,017376;0,012692;0,01536;0,018086;0,025132;0,0093065;0,024249;0,020239;0,023937;0,021082;0,024792;0,021281;0,028934;0,0275;0,026964;0,024745;0,033707;0,023556;NA;0,01736;0,01961;0,014326;0,028267;0,016017;0,029775;NA;NA;0,021331;0,025735;0,015054;0,031766;0,021531;0,027135;0,024781;NA;0,029534;NA;0,010921;0,025679;0,019092;0,013526;0,019817;0,025739;0,02564;NA;0,026333;0,012792;0,030155;0,028721;0,022018;0,027406;0,02039;0,029594;0,01715;0,030719;0,027075;NA;0,032024;0,026947;0,025386;0,017365;0,028161;0,013377;0,012392;0,028261
"116";NA;0,026659;0,024448;0,022466;0,0092053;0,027696;0,015751;0,0038808;0,021891;NA;0,0097727;0,035584;0,0038646;0,021342;0,025079;0,02819;0,02535;0,013722;0,01319;0,02923;0,030274;0,025883;0,011874;0,027947;0,028165;0,0090088;0,028221;0,026645;0,028259;0,0041478;0,025595;NA;0,027379;0,0047288;0,033141;0,027632;NA;0,0097199;NA;0,010648;0,017634;0,0079878;0,0213;0,012489;NA;0,028307;0,027729;0,025835;0,028969;0,022043;0,027459;0,017371;0,027564;0,026332;0,013368;0,027362;NA;0,012551;0,026092;0,0053192;0,026814;0,018786;0,011238;0,01861;0,012209;0,013006;0,027073;0,028253;0,029562;0,031056;0,026859;0,03177;0,02789;0,018221;0,029182;0,025898;0,028847;0,018854;0,023314;0,024376;0,026869;0,026987;0,026959;0,029625;0,030313;0,02079;0,012496;0,027376;0,027084;0,027359;0,025691;0,0067236;0,014714;0,035666;0,028423;0,016354;0,0091061;0,024646;NA;0,023071;0,028;0,016932;0,03051;0,020497;0,030693;0,027724;0,019051;0,030837;0,013483;0,025579;0,02583;0,026025;0,010471;0,017376;0,012692;0,01536;0,018086;0,025132;0,019562;0,024249;0,018682;0,023937;0,021082;0,024792;0,021281;0,030797;0,0275;0,026964;0,024745;0,011351;0,023556;NA;0,01736;0,01961;0,014326;0,028267;0,016017;0,029606;NA;NA;0,021331;0,025735;0,015054;0,031766;0,021531;0,026895;0,024781;NA;0,029534;NA;0,010921;0,024666;0,019092;0,015165;0,019817;0,025739;0,02564;NA;0,026333;0,012792;0,030155;0,028721;0,022018;0,027406;0,02039;0,029594;0,018883;0,030719;0,027075;NA;0,032024;0,026947;0,025386;0,017365;0,028161;0,013377;0,012392;0,028261
"117";NA;0,02711;0,024448;0,022466;0,0092053;0,027696;0,015751;0,0038808;0,021891;NA;0,0097727;0,028699;0,0038646;0,021342;0,025079;0,02819;0,029429;0,013722;0,01319;0,02923;0,028566;0,025883;0,011874;0,027947;0,028165;0,0090088;0,028221;0,026645;0,028259;0,0041478;0,025595;NA;0,025788;0,0047288;0,033141;0,028998;NA;0,0097199;NA;0,010648;0,017634;0,0079878;0,0213;0,013671;NA;0,024515;0,027729;0,025835;0,028969;0,022043;0,027459;0,017371;0,027564;0,026332;0,013368;0,027362;NA;0,012551;0,026092;0,0053192;0,026814;0,018786;0,011238;0,01861;0,012209;0,013006;0,027073;0,028253;0,029562;0,031056;0,026859;0,03177;0,028097;0,017894;0,026818;0,025898;0,028847;0,018854;0,023314;0,024376;0,026869;0,027807;0,026959;0,029625;0,030313;0,02079;0,012496;0,029045;0,025899;0,027359;0,025691;0,0067236;0,014714;0,035666;0,029166;0,016354;0,0091061;0,023899;NA;0,023071;0,028;0,019281;0,03051;0,020497;0,030693;0,027724;0,019051;0,030837;0,013483;0,025579;0,027337;0,026025;0,010471;0,017376;0,012692;0,01536;0,018086;0,025132;0,019562;0,024249;0,018682;0,023937;0,027015;0,027575;0,021601;0,030797;0,0275;0,026964;0,024745;0,011351;0,023556;NA;0,01736;0,01961;0,014326;0,028267;0,016017;0,029606;NA;NA;0,021331;0,025735;0,015266;0,031766;0,021531;0,026895;0,024781;NA;0,031388;NA;0,010921;0,024666;0,019092;0,015165;0,019817;0,027969;0,02564;NA;0,024795;0,012792;0,030155;0,028721;0,022018;0,027406;0,018181;0,029594;0,018883;0,030719;0,028365;NA;0,032024;0,022942;0,025386;0,015226;0,028161;0,0097514;0,012392;0,028261
"118";NA;0,02711;0,024448;0,022466;0,0092053;0,027696;0,015751;0,0038808;0,021891;NA;0,0097727;0,028699;0,0038646;0,021575;0,025079;0,027277;0,029429;0,013722;0,01319;0,030701;0,028566;0,025883;0,011874;0,027947;0,028165;0,0090088;0,028221;0,026645;0,028259;0,0041478;0,025595;NA;0,025788;0,0047288;0,029615;0,028998;NA;0,0097199;NA;0,010648;0,019343;0,0079878;0,0213;0,013671;NA;0,024515;0,025228;0,025835;0,028969;0,026703;0,023845;0,017371;0,027564;0,026332;0,015285;0,027362;NA;0,012551;0,026092;0,0053192;0,026814;0,018786;0,011238;0,01861;0,012209;0,013006;0,024863;0,028253;0,029562;0,031056;0,026859;0,03177;0,028097;0,017894;0,026818;0,025898;0,028847;0,018854;0,019776;0,024376;0,026869;0,027807;0,026959;0,029625;0,030313;0,02079;0,012496;0,029045;0,025899;0,027359;0,025691;0,0039267;0,014714;0,035666;0,029166;0,016354;0,0091061;0,023899;NA;0,023071;0,028;0,019281;0,03051;0,020497;0,030693;0,028907;0,019051;0,030837;0,013483;0,025579;0,027337;0,026025;0,010471;0,017376;0,012692;0,01536;0,017017;0,025132;0,019562;0,024249;0,018682;0,023937;0,027015;0,027575;0,021601;0,030797;0,0275;0,026964;0,024745;0,011351;0,023556;NA;0,01736;0,01961;0,014326;0,028267;0,016017;0,029606;NA;NA;0,021331;0,025735;0,015266;0,031766;0,021531;0,026895;0,024781;NA;0,031388;NA;0,010921;0,024666;0,019092;0,015165;0,019817;0,027969;0,02564;NA;0,024795;0,012792;0,030155;0,028721;0,015281;0,027406;0,018181;0,029594;0,018883;0,030719;0,028365;NA;0,032024;0,022942;0,025386;0,015226;0,028161;0,0097514;0,015381;0,028261
"119";NA;0,02711;0,026328;0,022466;0,0092053;0,026903;0,015751;0,0038808;0,021891;NA;0,0097727;0,028699;0,0038646;0,021575;0,025079;0,027277;0,029429;0,013722;0,01319;0,030701;0,028566;0,026942;0,011874;0,027947;0,028165;0,0090088;0,023236;0,026645;0,028259;0,0041478;0,025595;NA;0,025788;0,0047288;0,029615;0,028998;NA;0,0097199;NA;0,010648;0,019343;0,0079878;0,017474;0,013671;NA;0,024515;0,025228;0,025835;0,027707;0,026703;0,023845;0,017371;0,02589;0,026332;0,015285;0,02696;NA;0,012551;0,026092;0,0053192;0,025712;0,018786;0,011238;0,01861;0,012209;0,013006;0,024863;0,028253;0,029562;0,031056;0,026859;0,033273;0,028097;0,017894;0,026818;0,022795;0,028847;0,018854;0,019776;0,026899;0,026869;0,027807;0,02665;0,028598;0,028895;0,02079;0,012496;0,029045;0,025899;0,027359;0,029773;0,0039267;0,014714;0,025975;0,029166;0,016354;0,0091061;0,023899;NA;0,023071;0,028;0,019281;0,031639;0,020497;0,027612;0,028907;0,019051;0,030837;0,013483;0,025579;0,027337;0,026025;0,010471;0,016521;0,012692;0,01536;0,017017;0,028121;0,019562;0,024249;0,018682;0,023937;0,027015;0,027575;0,021601;0,030797;0,0275;0,02937;0,026258;0,0117;0,023556;NA;0,021085;0,01961;0,014326;0,024955;0,022117;0,029606;NA;NA;0,021331;0,025735;0,015266;0,02797;0,021531;0,026895;0,032349;NA;0,031388;NA;0,010921;0,024666;0,019092;0,015165;0,019817;0,027969;0,026431;NA;0,024795;0,012792;0,030155;0,028721;0,015281;0,027406;0,018181;0,029594;0,018883;0,030719;0,028365;NA;0,032017;0,022942;0,025386;0,015226;0,029378;0,0097514;0,015381;0,021844
"120";NA;0,02711;0,026328;0,022466;0,0092053;0,026903;0,015751;0,0038808;0,021891;NA;0,0097727;0,028699;0,0038646;0,021575;0,025079;0,027277;0,029429;0,013722;0,01319;0,030701;0,028566;0,026942;0,010435;0,027947;0,028165;0,0090088;0,023236;0,026645;0,030844;0,0041478;0,025595;NA;0,025788;0,0047288;0,029615;0,028998;NA;0,0097199;NA;0,010648;0,019343;0,0079878;0,017474;0,013671;NA;0,024515;0,025228;0,025835;0,027707;0,026703;0,023845;0,017371;0,02589;0,026332;0,015285;0,02696;NA;0,012551;0,029336;0,0053192;0,025712;0,018786;0,011238;0,01861;0,012209;0,013006;0,024863;0,028253;0,029562;0,031056;0,026859;0,033273;0,028097;0,017894;0,026818;0,022795;0,028532;0,018854;0,019776;0,026899;0,026869;0,027807;0,02665;0,028598;0,028895;0,021702;0,012496;0,029045;0,025899;0,027359;0,029773;0,0039267;0,014714;0,025975;0,029166;0,016354;0,0091061;0,023899;NA;0,023071;0,028;0,019281;0,031639;0,020497;0,027612;0,028907;0,019051;0,030837;0,013483;0,025579;0,027337;0,026025;0,010471;0,016521;0,012692;0,01536;0,017017;0,028121;0,019562;0,014676;0,018682;0,021125;0,027015;0,027575;0,021601;0,030797;0,0275;0,02937;0,026258;0,0117;0,023556;NA;0,021085;0,023236;0,014326;0,024955;0,022117;0,029606;NA;NA;0,020088;0,025735;0,015266;0,02797;0,021531;0,026895;0,032349;NA;0,031388;NA;0,010921;0,024666;0,019092;0,015165;0,019817;0,027969;0,026431;NA;0,024795;0,012792;0,030155;0,028721;0,015281;0,028042;0,018181;0,026308;0,018883;0,030719;0,028365;NA;0,032017;0,022942;0,025386;0,015226;0,029378;0,0097514;0,015381;0,021844
